,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,24h_MRTX1133.logFC,24h_MRTX1133.PValue,24h_MRTX1133.FDR,24h_SCH772984.logFC,24h_SCH772984.PValue,24h_SCH772984.FDR,24h_Trametinib.logFC,24h_Trametinib.PValue,24h_Trametinib.FDR
ENSG00000004534.15,RBM6,10180,3,1,49940007,50100045,protein_coding,-0.326820881750992,0.0352489477897319,0.0773017161151296,-0.142745174943499,0.312856186610058,0.395459149925201,-0.123228317646525,0.380863893796067,0.481474889962135
ENSG00000004700.16,RECQL,5965,12,-1,21468910,21501669,protein_coding,-0.47091832675269,0.000898059402297308,0.00441700146077317,-0.696426488898266,3.83826104229934e-05,0.000294596692423326,-0.663042676414164,5.85931710414001e-05,0.000482388038574877
ENSG00000004766.17,VPS50,55610,7,1,93232340,93361123,protein_coding,0.200128174807204,0.0906907059049469,0.161847816018125,0.139615664071778,0.221213663350457,0.297961381942306,0.148292311609589,0.196048163385481,0.284413718842101
ENSG00000004777.18,ARHGAP33,115703,19,1,35774532,35788822,protein_coding,0.733018509696438,0.00972541017886895,0.0284676440663888,0.362588314981226,0.146472664104954,0.211722541549334,0.611189976254313,0.0236806254567152,0.0521964917448073
ENSG00000004779.10,NDUFAB1,4706,16,-1,23581014,23596316,protein_coding,-0.598188657205448,0.00413381771974977,0.0145743253804568,-0.900674967553236,0.000226604322545751,0.00114724713952814,-0.565322749133466,0.00579285724353943,0.0169226122024537
ENSG00000004799.8,PDK4,5166,7,-1,95583499,95596516,protein_coding,1.40308434996573,0.00255858806275835,0.0100142126018439,0.372608115803176,0.319686964074475,0.402223449956381,0.945926269847027,0.0221156480974543,0.0492577713673724
ENSG00000004864.13,SLC25A13,10165,7,-1,96120220,96322147,protein_coding,-0.146037797543737,0.207844047836953,0.31021380866358,-0.00665623609025902,0.952389209159757,0.964224500246539,-0.222043160106819,0.0669809017979335,0.120011298531746
ENSG00000004866.20,ST7,7982,7,1,116953238,117230176,protein_coding,-0.138311044427145,0.244283741000358,0.352061293889939,-0.127164881401789,0.280920006346366,0.363019320680377,-0.0958607221759488,0.410720386861036,0.510985638266721
ENSG00000004897.12,CDC27,996,17,-1,47117703,47189422,protein_coding,-0.214033355153537,0.0765837330255197,0.141667788417935,-0.245791278640682,0.0463122700700744,0.0820409345632644,-0.198210656257808,0.0972652181898663,0.162053251511718
ENSG00000004961.15,HCCS,3052,X,1,11111301,11123086,protein_coding,-0.123720935500533,0.394724045086955,0.506777818044321,-0.33158592344617,0.0372300332490746,0.0684042619385402,-0.103083284775576,0.474865617550548,0.573221882786108
ENSG00000004975.12,DVL2,1856,17,-1,7225342,7234517,protein_coding,0.385718578110823,0.0162792928953779,0.0423218174871832,0.698447370981791,0.000347177579844766,0.00157993502762365,0.430120945040068,0.00905531128572764,0.0240494421266338
ENSG00000005001.10,PRSS22,64063,16,-1,2852730,2858170,protein_coding,0.536080684529829,0.0140289071114203,0.0377646679805697,0.554764506019133,0.0113427708473352,0.0257493129004889,0.478014119883868,0.0239176766135964,0.0525521278958495
ENSG00000005007.12,UPF1,5976,19,1,18831959,18868230,protein_coding,-0.0102788789783072,0.938047050284656,0.958933013234364,0.145766260180745,0.283637417991816,0.365601439221866,0.0361756664055182,0.784747202731296,0.837163933491339
ENSG00000005020.13,SKAP2,8935,7,-1,26667068,26995239,protein_coding,0.687061495794352,4.04941330693481e-05,0.000432007635641399,0.499812327549852,0.000540116944885355,0.00223839319484391,0.691618875199642,3.82880377747593e-05,0.00034807577731315
ENSG00000005022.6,SLC25A5,292,X,1,119468422,119471396,protein_coding,-0.991673385337061,1.0404039562616e-05,0.000163706092229534,-1.28322528320925,9.60650084251156e-07,1.98778055486376e-05,-1.08990997141136,4.40015290491093e-06,7.10019258515941e-05
ENSG00000005059.16,MCUB,55013,4,1,109560209,109688719,protein_coding,-0.306316164101318,0.0527852752993093,0.106033101980107,-0.689271567489939,0.000528236715531351,0.00219910337833006,-0.410886074358475,0.0142870512682441,0.0347472262069985
ENSG00000005075.15,POLR2J,5439,7,-1,102473128,102478922,protein_coding,-0.0303892503731957,0.7995029091115,0.860442650319668,-0.233854619108259,0.0713674761874985,0.11636780531493,-0.110212719843935,0.36562713921803,0.466908452714144
ENSG00000005100.13,DHX33,56919,17,-1,5440917,5468982,protein_coding,-0.541958358461025,0.00910049988695007,0.0269624795180774,-0.264001992960538,0.147650447532092,0.213187771038371,-0.543043893778629,0.00872952917563971,0.023407551741377
ENSG00000005156.11,LIG3,3980,17,1,34980512,35009743,protein_coding,-0.533372699386039,0.0101738005898517,0.0294702434826453,-0.323651135742961,0.0835300697671701,0.133063093834035,-0.49016316981975,0.0153962742649216,0.0368696932468656
ENSG00000005175.10,RPAP3,79657,12,-1,47661249,47706030,protein_coding,-0.0256598662256268,0.849972827203747,0.89773771198232,-0.0588967322007657,0.66455962191253,0.726374319608172,-0.123988129917791,0.368663495605196,0.470169622245046
ENSG00000005189.19,REXO5,81691,16,1,20806429,20849665,protein_coding,-0.434062622100662,0.0365216560656507,0.079388047017036,-0.482076354705679,0.0225876041476312,0.0453887384135368,-0.515548299576688,0.0165063403474402,0.038961361801317
ENSG00000005194.15,CIAPIN1,57019,16,-1,57428187,57447420,protein_coding,-0.351673368827298,0.00904828919267961,0.0268349946604813,-0.540403262777991,0.00052538047707241,0.00218896049802336,-0.358593696160263,0.0080305758723176,0.0219133873970073
ENSG00000005206.17,SPPL2B,56928,19,1,2328615,2355095,protein_coding,0.375987196658196,0.0270129265049772,0.0627973998348953,0.276632837527207,0.0858284292079831,0.136112339374733,0.441283288181858,0.0121469628859787,0.0304939109083052
ENSG00000005238.19,ATOSB,80256,9,-1,35104112,35116341,protein_coding,0.2010183879692,0.290030483744373,0.401747202068183,0.59244772232766,0.0075289175105101,0.0184928718628987,0.519856201393295,0.0151838036186107,0.0364429989951095
ENSG00000005302.18,MSL3,10943,X,1,11758159,11775772,protein_coding,0.181412729496156,0.288055276461314,0.399579287744332,0.00028381946944371,0.998606079308398,0.998776941842286,0.134154784785949,0.424700643758087,0.52469356717487
ENSG00000005339.14,CREBBP,1387,16,-1,3725054,3880713,protein_coding,0.277565940551279,0.0354744136223326,0.0777232701759164,0.365813425777482,0.00916788414087084,0.0216923160273064,0.335149860214653,0.0146666742946741,0.0354712637937599
ENSG00000005436.13,GCFC2,6936,2,-1,75652000,75710985,protein_coding,-0.910315866782305,3.46091622826105e-05,0.000387934531395972,-1.02758193489436,1.15932827493687e-05,0.000120584580625329,-0.727808045730683,0.00021684583781722,0.00130475794643393
ENSG00000005448.16,WDR54,84058,2,1,74421678,74425755,protein_coding,-0.532648236863949,0.0129371616961061,0.0356105568337064,-0.612974283034539,0.00572582882052338,0.0147608963044628,-0.512698615201825,0.0152460324696355,0.0365773374928193
ENSG00000005469.11,CROT,54677,7,1,87345664,87399794,protein_coding,0.309792657622696,0.130448908690077,0.215254508326844,0.1059061692196,0.585637471061659,0.658272057896535,0.305435334412187,0.135585264591384,0.211972095257806
ENSG00000005483.20,KMT2E,55904,7,1,104940943,105115019,protein_coding,0.294737944108797,0.0483698340931441,0.0988621906263894,0.595791352832337,0.000974861408104144,0.00353727645007621,0.366484919299237,0.0185806020178444,0.0428115526587738
ENSG00000005486.17,RHBDD2,57414,7,1,75842602,75888926,protein_coding,0.0529826317435941,0.580961916127873,0.680427345366757,0.213747272806534,0.0428411315159223,0.0769127255148414,0.0365104169251452,0.702230960473959,0.772758109836319
ENSG00000005700.15,IBTK,25998,6,-1,82169986,82247754,protein_coding,0.14374644230515,0.15739723760429,0.249441657154908,0.2104826518295,0.0483673313859829,0.0849808342701421,0.184387455770732,0.0776475812797628,0.134955504681401
ENSG00000005801.18,ZNF195,7748,11,-1,3339261,3379222,protein_coding,-0.443113609229906,0.0377217529601434,0.0814714601620242,-0.656406182878134,0.00510931752225598,0.0134569208315529,-0.45045333954356,0.0349693851351584,0.071087998889782
ENSG00000005810.18,MYCBP2,23077,13,-1,77042474,77327094,protein_coding,0.137473001315806,0.541576743299835,0.645749485560262,0.105135785190792,0.636554698882845,0.702403113226932,0.316212603702955,0.172860295582821,0.257342380702759
ENSG00000005812.11,FBXL3,26224,13,-1,76992598,77027195,protein_coding,0.168122439149868,0.249054223767521,0.357438366077349,-0.0335649746695621,0.811684150566957,0.850228420775764,0.0890422478200261,0.530764235484488,0.624640903973587
ENSG00000005882.11,PDK2,5164,17,1,50094737,50112152,protein_coding,0.476172355824819,0.00215477368957223,0.00873793243315608,0.506449786488658,0.00138219423721049,0.0046879120473536,0.440089101208306,0.00353602136675801,0.0113914648109033
ENSG00000005884.18,ITGA3,3675,17,1,50055968,50090481,protein_coding,-0.198733815928014,0.133774387222367,0.219315574616578,-0.0291881555468909,0.816055442172762,0.853890420323625,-0.237642453853784,0.0792337613865609,0.137232874721523
ENSG00000005889.15,ZFX,7543,X,1,24149173,24216255,protein_coding,0.0595928795223441,0.545692050483044,0.649530214029451,-0.0696677501514345,0.48091075535161,0.561446738647461,0.034576662413224,0.724037279608105,0.790799685715467
ENSG00000005893.15,LAMP2,3920,X,-1,120426148,120469365,protein_coding,0.559156710452826,0.00164470991502757,0.00712687309732664,0.379514153371503,0.0163753356334746,0.03485871247104,0.558152048962924,0.00165660740904453,0.00629629298411559
ENSG00000006007.12,GDE1,51573,16,-1,19501693,19522123,protein_coding,0.279695898329638,0.0162238908372182,0.042215336696621,0.306376834889735,0.0100129626243687,0.0232726731692832,0.398007222133116,0.00201938324900876,0.00735012751063556
ENSG00000006015.17,REX1BD,55049,19,1,18588685,18592337,protein_coding,0.240851771130524,0.0726930424862836,0.136085566005947,0.338849391521383,0.0175258552859007,0.0369046783406818,0.235052780178279,0.0782968072908613,0.135851584155159
ENSG00000006025.12,OSBPL7,114881,17,-1,47807372,47821803,protein_coding,1.37873566022334,5.29793439766668e-06,0.000101871958952502,1.41096358217258,4.09454136027692e-06,5.592205962967e-05,1.57428006445087,1.50128472199748e-06,3.25631162984648e-05
ENSG00000006062.16,MAP3K14,9020,17,-1,45263119,45317029,protein_coding,0.470132872377317,0.00746886622572193,0.0230879204243562,0.700177652730332,0.000512739227388566,0.00215122449827315,0.586764073425291,0.00183429105783534,0.00683169695990856
ENSG00000006118.14,TMEM132A,54972,11,1,60924460,60937159,protein_coding,0.455055341863883,0.0014237686775919,0.00636530769014412,0.677859413782702,6.3406277674694e-05,0.000427992374304185,0.64555900974067,9.54636414502452e-05,0.0006945024469165
ENSG00000006125.18,AP2B1,163,17,1,35578046,35726413,protein_coding,0.104962527305706,0.328960711367602,0.442309336009043,0.205408283686176,0.0714196721422156,0.116429730601015,-0.00969755062635464,0.926423293090901,0.946584051697756
ENSG00000006194.10,ZNF263,10127,16,1,3283283,3301401,protein_coding,-0.153997672728884,0.255784906846191,0.364992230677263,-0.132160093328448,0.323662003503959,0.406380809987594,0.0381112386838048,0.7710358162875,0.826761416877663
ENSG00000006282.21,SPATA20,64847,17,1,50543058,50555852,protein_coding,0.222283760782072,0.0429588414634877,0.0899412277130435,0.404979204474527,0.00162674387847601,0.00534220861889411,0.309498142598412,0.00875888336124586,0.0234593597654812
ENSG00000006327.13,TNFRSF12A,51330,16,1,3018445,3022383,protein_coding,-0.299032009433748,0.0306276844958585,0.0692186853742667,-0.539339184476964,0.00101123421620972,0.00364187474250856,-0.374033888637361,0.0102044204087603,0.0264171565542108
ENSG00000006432.15,MAP3K9,4293,14,-1,70722526,70809534,protein_coding,0.418228482293825,0.00646343360944369,0.0205896464109009,0.573747233461033,0.000783159658678556,0.00297605829949837,0.488226689131112,0.00243101635735959,0.00852715638580586
ENSG00000006451.8,RALA,5898,7,1,39623565,39708120,protein_coding,0.120083738657728,0.245177224666838,0.353000853889163,0.162360208551394,0.125015281192766,0.185712026991694,0.0781725964479677,0.44022643599829,0.538976569615248
ENSG00000006453.14,BAIAP2L1,55971,7,-1,98291650,98401090,protein_coding,-0.148443299493043,0.158036194690919,0.250284631824916,-0.0357079198040177,0.721689027598264,0.775983300069099,-0.026636402200368,0.790178131253855,0.841260726410963
ENSG00000006459.11,KDM7A,80853,7,-1,140084746,140176983,protein_coding,0.454464028861954,0.0327976978117479,0.073007975079426,0.577430593237427,0.00972686283006443,0.0227297128415517,0.423654006067238,0.0424255648611268,0.083165204358054
ENSG00000006530.17,AGK,55750,7,1,141551278,141655244,protein_coding,-0.478326781901093,0.0206529167096637,0.0510040661708235,-0.301932907884404,0.111765392287628,0.16899239540024,-0.207060114873096,0.260142417178343,0.356127049090399
ENSG00000006534.16,ALDH3B1,221,11,1,68008578,68029282,protein_coding,1.66165084508824,5.70967235171152e-08,5.174556547586e-06,1.89765209054411,1.60594085177773e-08,1.43880319082176e-06,1.79021901604895,2.78779342971279e-08,2.46909795354335e-06
ENSG00000006555.11,TTC22,55001,1,-1,54779712,54801323,protein_coding,0.756289777131597,0.000961812842905481,0.00468523081100332,1.0207174381246,9.16762178873947e-05,0.000569493444910484,0.833194028778458,0.00045514209059636,0.00229851670892529
ENSG00000006576.16,PHTF2,57157,7,1,77798773,77957503,protein_coding,0.0240659705017575,0.852851434593782,0.899232153845229,0.0803412952906257,0.538273983519901,0.615027476674273,0.126586412964077,0.339045921426005,0.439492833727843
ENSG00000006607.14,FARP2,9855,2,1,241356285,241494841,protein_coding,0.326094012210762,0.150819614674846,0.241109273234463,0.772608950490502,0.00380458052975169,0.0106333614566883,0.413320501767831,0.0748055699866275,0.1310190140395
ENSG00000006625.18,GGCT,79017,7,-1,30496621,30504841,protein_coding,-0.449183755884305,0.00161916936917759,0.00704754620069071,-0.60669303331384,0.000166011630407068,0.00089891550106805,-0.485471437111664,0.000924473146646122,0.00396278998755405
ENSG00000006634.8,DBF4,10926,7,1,87876216,87909553,protein_coding,-0.575465120079609,0.00760587456371155,0.0233754678034573,-0.954302764818799,0.000232709583851887,0.00116861502906237,-0.71010231445088,0.00203610775631083,0.00739626801288825
ENSG00000006652.14,IFRD1,3475,7,1,112422887,112481017,protein_coding,-0.596805235087328,0.00201898329256332,0.00830250536559776,-0.716125548060459,0.000544072689107954,0.00225318944681583,-0.856141385229389,0.000133585561851572,0.00090326709288995
ENSG00000006695.11,COX10,1352,17,1,14069490,14231736,protein_coding,-0.359342432238357,0.118913112524862,0.200318904687055,-0.14054658438421,0.516167194147447,0.595295518080083,-0.170634779933793,0.432983083447879,0.532394323579002
ENSG00000006704.10,GTF2IRD1,9569,7,1,74453790,74602605,protein_coding,0.468815748371517,0.00454640993253585,0.0156606006250078,0.654512917643813,0.000439542768451815,0.00189061608019506,0.392224689239974,0.0123703026869446,0.0309548820019413
ENSG00000006712.15,PAF1,54623,19,-1,39385629,39391154,protein_coding,0.149071433644693,0.157906848123643,0.250113665006572,0.201906584091618,0.0649692446564845,0.107906725284694,0.110052833299913,0.286608810759201,0.38456830099688
ENSG00000006715.16,VPS41,27072,7,-1,38722974,38932394,protein_coding,0.55557793182282,0.00024638024882319,0.0016412715036991,0.750153164132627,1.9209209245922e-05,0.000175586290300293,0.61398947371356,0.000108364457861928,0.000767811440523515
ENSG00000006740.17,ARHGAP44,9912,17,1,12789498,12991643,protein_coding,0.767966448443766,0.232797787831374,0.339271869550809,0.960543665713113,0.123472915631615,0.183817885731467,0.0230678648859267,0.969947678448207,0.979737715652709
ENSG00000006744.19,ELAC2,60528,17,-1,12991612,13018065,protein_coding,-0.674442790786842,0.00192052300365504,0.00803321446716675,-0.528038633115081,0.00856948697726634,0.0205847282209206,-0.67904007988705,0.00182967078344449,0.00682318377328533
ENSG00000006747.15,SCIN,85477,7,1,12570577,12660182,protein_coding,1.0933617461947,0.0555902367007508,0.110214293243675,0.976771011923261,0.0745902085681328,0.120812210456096,1.29108818267659,0.0242760273610804,0.0531282358439518
ENSG00000006756.16,ARSD,414,X,-1,2903972,2929349,protein_coding,0.919470416558925,8.11903832555076e-06,0.000138771457695927,1.14143315486511,1.08492054959332e-06,2.15710988865569e-05,1.08214741283768,1.77572005977566e-06,3.66136564706124e-05
ENSG00000006757.12,PNPLA4,8228,X,-1,7898247,7927739,protein_coding,-0.0360534642868659,0.798569403488405,0.859833753562621,-0.262112447520791,0.0844057475905089,0.134311636733448,-0.0668722795265829,0.636753067199804,0.71766218384613
ENSG00000006831.10,ADIPOR2,79602,12,1,1688574,1788674,protein_coding,-0.0704470789239405,0.473777824314858,0.583223442235652,0.16718577942196,0.106605776118669,0.162621102375178,-0.054535536181667,0.57716649322244,0.665580338554306
ENSG00000007047.15,MARK4,57787,19,1,45079288,45305284,protein_coding,0.362428913992587,0.0233557959425657,0.0562183673799745,0.582679418601281,0.00144989771383534,0.00487230645945644,0.66139664505086,0.000576006464235496,0.00274748738203884
ENSG00000007080.11,CCDC124,115098,19,1,17933015,17943991,protein_coding,-0.442046399008207,0.0042936754720217,0.014979814963714,-0.278193462909284,0.0443769971249111,0.0791860707222396,-0.44642162812448,0.00402497400776035,0.0126562590437671
ENSG00000007168.13,PAFAH1B1,5048,17,1,2593210,2685615,protein_coding,0.096422995300928,0.316071476461765,0.42902491946064,0.131263676411256,0.180537580410445,0.251809216485148,0.0555905620059406,0.556692544540991,0.647602452082285
ENSG00000007202.15,BLTP2,9703,17,-1,28614446,28645454,protein_coding,-0.0779710195543173,0.501552777573488,0.608831224443116,0.0640152084541419,0.579244017350264,0.652591481819595,-0.0998978412125379,0.39196001337406,0.49273166842539
ENSG00000007255.10,TRAPPC6A,79090,19,-1,45162928,45178237,protein_coding,0.805089211360498,0.00022682429383057,0.00153995517954309,1.03951057829711,2.61011756432199e-05,0.00022096223348652,0.868490779178009,0.000120298632646933,0.000825843402393008
ENSG00000007341.19,ST7L,54879,1,-1,112523514,112620825,protein_coding,-0.433851459294521,0.152117308670613,0.242851762347144,-0.425594709081549,0.154962400794081,0.221936227818645,-0.0941445431171083,0.739540201287808,0.802186351202056
ENSG00000007372.22,PAX6,5080,11,-1,31784779,31817961,protein_coding,0.203029514648538,0.765855128068158,0.834913493308918,1.02859421852252,0.12540389230568,0.186194679317464,0.586685107520257,0.374293447460983,0.47517262398375
