"ensembl_gene_id","external_gene_name","entrezgene_id","ERKi_1hr.logFC","ERKi_1hr.AveExpr","ERKi_1hr.t","ERKi_1hr.P.Value","ERKi_1hr.adj.P.Val","ERKi_1hr.B","ERKi_24hr.logFC","ERKi_24hr.AveExpr","ERKi_24hr.t","ERKi_24hr.P.Value","ERKi_24hr.adj.P.Val","ERKi_24hr.B"
"ENSG00000181163","NPM1",4869,-0.00701934084147138,26.5654220825763,-0.296549273270581,0.768157493769575,0.999887989390979,-5.682177803674,-0.112297999745089,26.5306222608527,-3.77643399560242,0.000458950887855971,0.00168497266874138,-0.625244069653312
"ENSG00000117450","PRDX1",5052,-0.020328149254853,26.143012308261,-0.879868195770979,0.383545379830295,0.999887989390979,-5.37157200024589,0.0884705193960528,26.1770165824292,4.58116568000106,3.58417328181691e-05,0.000191073822362944,1.82057581197894
"ENSG00000276368","H2AC14",8331,0.0879265337188026,26.4753413908081,1.50314545540799,0.13969776341407,0.999887989390979,-4.71637639641705,-0.105316741646149,26.6196003603465,-2.17552745094322,0.0348157706335902,0.067781159296919,-4.61523538374226
"ENSG00000115053","NCL",4691,-0.0120868771730533,26.4504954125009,-0.666914314208503,0.508188418631172,0.999887989390979,-5.52002579900962,-0.107058499114303,26.3897690329589,-5.28278279918761,3.46174133911757e-06,2.71995953329773e-05,4.08835203374511
"ENSG00000188486","H2AX",3014,0.0447743482043307,26.3650861693613,0.810407793843502,0.42191623443065,0.999887989390979,-5.42435190168063,-0.0884879712080057,26.4914704788321,-2.39100455303925,0.0209912479866116,0.0442261914504394,-4.16923747555269
"ENSG00000232804","HSPA1B",3304,-0.00618907699604969,26.1067428091477,-0.190855501184656,0.849486220688636,0.999887989390979,-5.70570314140463,0.194070785251688,26.1634599765458,5.27951113945937,3.50025935408011e-06,2.74147717693341e-05,4.07757654117861
"ENSG00000253729","PRKDC",5591,-0.0171363548443523,26.4271323940036,-0.654748524866295,0.515919688850956,0.999887989390979,-5.52730250366057,0.0127232875147802,26.4115991651204,0.610115575827729,0.544816161454117,0.640055875844582,-6.70413038843315
"ENSG00000141367","CLTC",1213,-0.0200232417738071,26.2542874088086,-0.770937896025526,0.444721086448825,0.999887989390979,-5.45247091892031,0.057329221981433,26.1984499050582,2.37347220584674,0.0218959735749484,0.0458269088921492,-4.20676161627873
"ENSG00000278705","H4C2",8366,-0.0135706899528219,25.9824578614771,-0.135101408867401,0.89312644224851,0.999887989390979,-5.71400929632694,-0.0860203995298976,26.1042270251813,-0.921858788715586,0.361457640396435,0.465772257999458,-6.46579531398675
"ENSG00000288299","LDHA",3939,-0.0209729803172284,25.9015561721925,-0.612064092045638,0.543536097078509,0.999887989390979,-5.55179436833371,0.00133130041048041,25.9157220481734,0.0393496750401727,0.968783504420994,0.977025547705682,-6.89085439819122
"ENSG00000224156","TUBB",203068,0.00960459404878643,25.8655382308149,0.291153725805595,0.772254344688187,0.999887989390979,-5.68362502851077,-0.0649528865441028,25.9756569089221,-2.33199793189595,0.0241771519543336,0.049663535963956,-4.29467070112166
"ENSG00000136810","TXN",7295,0.000200083262423207,25.5169855436777,0.0066310158250087,0.994738185988027,0.999887989390979,-5.72233511139165,0.0118537450854618,25.5143484425218,0.46484595589707,0.644255494002381,0.725903715024465,-6.78260418096948
"ENSG00000092199","HNRNPC",3183,-0.0076083525642928,26.0425715384779,-0.344972852228192,0.731701333739661,0.999887989390979,-5.66800579898797,0.0535786866094178,26.0709815745775,2.65889397168669,0.0107796579611701,0.0250966668572249,-3.56999208642449
"ENSG00000197956","S100A6",6277,-0.00390104802254422,26.0251796402415,-0.0496576824071582,0.9606121060848,0.999887989390979,-5.72122747691628,0.0501572313640828,26.1690169426292,0.823103794152621,0.414736021467197,0.518268220091145,-6.55150569594472
"ENSG00000197694","SPTAN1",6709,-0.0250490298016059,25.8624664865069,-1.02092813001947,0.312675813679013,0.999887989390979,-5.25158962478004,0.126639634027358,25.9430533362649,5.86718936760619,4.71945291422458e-07,5.31268332098927e-06,6.03329216423489
"ENSG00000164924","YWHAZ",7534,-0.0422392592244936,25.716155222678,-1.69437105277528,0.097016768455626,0.999887989390979,-4.4531764607808,0.0957082942870546,25.7286712823422,5.43522880867483,2.0644581529313e-06,1.79066568447852e-05,4.5920549562249
"ENSG00000146701","MDH2",4191,-0.00809707428471011,26.0537617358246,-0.305607962346099,0.761294290967034,0.999887989390979,-5.67968853066725,0.149161710417955,25.9888361454123,5.00515335778918,8.81025847438241e-06,5.88845388244744e-05,3.17986250196842
"ENSG00000143632","ACTA1",58,-0.00447672896554519,25.8975872918835,-0.16539070627087,0.869367713826861,0.999887989390979,-5.70984891555689,0.107137698606057,25.9380449607262,4.33347556224529,8.00070516875979e-05,0.000380211684940784,1.04636375790995
"ENSG00000169710","FASN",2194,-0.0110028162614616,25.9098353437725,-0.251593816096384,0.802485742098602,0.999887989390979,-5.69342726620264,0.154171744474183,26.049712066209,3.0468143889595,0.00383938331715018,0.0103307492471238,-2.62237944937185
"ENSG00000226651","CLIC1",1192,-0.0426382459907415,25.7828164086625,-1.76401295227665,0.0844299928272707,0.999887989390979,-4.35051308938505,-0.00151488895114309,25.705266517236,-0.0608271682914664,0.951762864916448,0.964303899817413,-6.88976620710408
"ENSG00000113013","HSPA9",3313,-0.00466010961000498,25.9952873681593,-0.179269489698753,0.858520491070155,0.999887989390979,-5.70766276388016,0.0269717557498547,25.9256362475401,1.07159396922766,0.289545440002755,0.389732389749593,-6.31809029480646
"ENSG00000179218","CALR",811,-0.0299115883012987,25.6803239943699,-1.15281614056861,0.254994786278585,0.999887989390979,-5.12414187930309,0.165247965640506,25.7627343488901,5.64055453165996,1.02545006529034e-06,1.00715952902797e-05,5.27488783741451
"ENSG00000166598","HSP90B1",7184,0.00115159723791352,25.7503248278174,0.0369289239987104,0.970702911103312,0.999887989390979,-5.72173151966955,0.136792318550191,25.7905223440555,5.15105079817343,5.39939356614419e-06,3.91203939618341e-05,3.65573622328717
"ENSG00000185624","P4HB",5034,0.0132663773624347,25.5421612346983,0.576184692858404,0.567324208332877,0.999887989390979,-5.5711272954137,0.0570001635566599,25.5863093308084,1.90011511085284,0.063756600766752,0.113202119314381,-5.13490989684977
"ENSG00000123416","TUBA1B",10376,0.00227570800072124,25.7114706129559,0.072241087833303,0.942726057996472,0.999887989390979,-5.71996855416863,-0.0491819206291494,25.7856970321379,-1.48646193370785,0.144043967178703,0.222599177959483,-5.80055280414235
"ENSG00000035403","VCL",7414,0.0128987399330645,25.8190800718986,0.591142387077403,0.557344793689815,0.999887989390979,-5.56320713782476,-0.0206587704435539,25.821781329117,-0.654623381482096,0.516001141091394,0.612793720004239,-6.67590898445393
"ENSG00000153187","HNRNPU",3192,0.00276177740562108,25.7810278557122,0.116607939942509,0.907682927704919,0.999887989390979,-5.71613743977983,0.0437661217666426,25.7939255634243,2.40197606471398,0.0204423406083094,0.0432619333230649,-4.14564657272882
"ENSG00000138095","LRPPRC",10128,-0.0133022817612034,25.7607476315969,-0.569998262417734,0.571477350094383,0.999887989390979,-5.57434465081454,-0.0420180210774864,25.7304682926021,-2.06454884034656,0.0446846939787637,0.0839313079024534,-4.83164731227283
"ENSG00000135046","ANXA1",301,0.0123515900101692,25.47741588067,0.395055075280015,0.694644657021576,0.999887989390979,-5.65111163149618,0.0690329044607649,25.4945864867105,2.29462905726673,0.0264124112255799,0.053673792811982,-4.37283542836608
"ENSG00000196419","XRCC6",2547,0.0296581642402778,25.7596040994162,1.37682471093387,0.175290480123698,0.999887989390979,-4.87475279907859,0.0407230950051187,25.7849234679944,2.38851518303665,0.0211176238620921,0.0444376034671982,-4.17457847075183
"ENSG00000143947","RPS27A",6233,0.0590661206311089,25.6418905917466,1.61315311035419,0.113613038694859,0.999887989390979,-4.56835278596688,-0.0365562828593579,25.792350702631,-1.28380507455512,0.205700139224135,0.297863421119005,-6.07287064707292
"ENSG00000089157","RPLP0",6175,-0.0194605106481773,25.6511597229182,-0.949347235194283,0.34744976787679,0.999887989390979,-5.31460474374972,-0.0596276016804079,25.6230388361022,-2.17067973277181,0.0352029934863404,0.0684101888446984,-4.62488135396076
"ENSG00000165280","VCP",7415,0.00433152209896934,25.6468489483485,0.208009875680757,0.836147748751816,0.999887989390979,-5.7025768263749,0.099755125029256,25.6839113266882,4.65510279556358,2.81295114531627e-05,0.000154945278525528,2.05475185626184
"ENSG00000126432","PRDX5",25824,-0.000300940552599993,25.6405746638802,-0.00682032580279928,0.994587967928676,0.999887989390979,-5.72233394675783,0.253849530761772,25.5619440261277,5.27706704542084,3.52931079766917e-06,2.75462058676454e-05,4.06952770322712
"ENSG00000138119","MYOF",26509,-0.00427693028356849,25.6528561733995,-0.150321633514968,0.881173990233721,0.999887989390979,-5.71202344870981,0.0855288944323747,25.683837202827,3.1041198819436,0.00327588890534883,0.00904845042302663,-2.47505105922913
"ENSG00000137076","TLN1",7094,0.00882756688467497,25.6354122364284,0.569732788872791,0.571655904561264,0.999887989390979,-5.57448194977323,0.0544053085216917,25.6518754158924,2.76496759445847,0.00819037462749336,0.0197918594126998,-3.31985099012792
"ENSG00000283391","EEF1B2",1933,-0.0290223110943267,25.5630156853127,-0.942823995192554,0.350740705267047,0.999887989390979,-5.32012979773109,-0.158878646539449,25.5044566866651,-4.99921433210235,8.98703451362034e-06,5.97954482854502e-05,3.16056989535232
"ENSG00000169100","SLC25A6",293,-0.0103363961259016,25.7155922509592,-0.318239206476788,0.751756800569522,0.999887989390979,-5.67609309470902,-0.0234665590014951,25.7200183736878,-1.03936256729001,0.304119984318298,0.405509149532366,-6.35167473296741
"ENSG00000130985","UBA1",7317,-0.00313404894871829,25.6491465624049,-0.134059816297018,0.893945355889434,0.999887989390979,-5.71413746164668,0.0992277411658639,25.6869585844729,3.94212508164884,0.000275617182056665,0.0010855526759823,-0.139372721627521
"ENSG00000140575","IQGAP1",8826,-0.0160371118917243,25.5667734251365,-0.749783851045389,0.457236880771619,0.999887989390979,-5.46698007996292,0.104439260898804,25.578124655372,6.10569821467943,2.07945855704548e-07,2.65294152232933e-06,6.83535549309533
"ENSG00000196154","S100A4",6275,0.0385843462266109,21.0379652054036,0.429850503517256,0.669695300645095,0.999887989390979,-5.55871057480927,0.121462691880797,21.0244848882701,1.45587865367448,0.153519034966787,0.234414587054279,-5.75621879334032
"ENSG00000155660","PDIA4",9601,-0.0131021192471335,25.3910397956002,-0.381170312591012,0.704847532201613,0.999887989390979,-5.65602289722849,0.140804168171917,25.4422093668014,4.26390626639632,9.99861608017671e-05,0.000459054267048457,0.832006160338753
"ENSG00000168439","STIP1",10963,-0.0100255863012846,25.6175581258029,-0.459037002752821,0.64838882414467,0.999887989390979,-5.6262295892086,-0.0529189936131236,25.5772960801314,-2.51753885680973,0.0153992669840797,0.0340189095601461,-3.89215320432382
"ENSG00000092820","EZR",7430,-0.0186183584564736,25.2918020885111,-0.72406027568566,0.472728170908252,0.999887989390979,-5.48409389174141,0.0968939730392149,25.3125969176915,3.55710167352787,0.00088849832053423,0.00294956560317373,-1.2514920591218
"ENSG00000171314","PGAM1",5223,-0.00995095236875836,25.681963421849,-0.428296647226399,0.670451944635063,0.999887989390979,-5.63864543497346,0.00358756071762504,25.6743941522689,0.171660179546278,0.864464782342452,0.901210079063495,-6.876737889612
"ENSG00000115306","SPTBN1",6711,-0.0186237329089334,25.3997713803049,-0.649227216765076,0.519449130033189,0.999887989390979,-5.53056167154285,0.0878949764184582,25.4768569509421,3.8236034561716,0.000397298138881214,0.00148399983166353,-0.487994925639804
"ENSG00000100714","MTHFD1",4522,0.00583184100545009,25.4203298639202,0.320961579495043,0.749706277588582,0.999887989390979,-5.67529920234991,-0.0221570753440548,25.4568107624903,-1.20358686792133,0.234964973629256,0.331256367678509,-6.17044497794622
"ENSG00000147065","MSN",4478,-0.0152404580795444,25.3637299166217,-0.543593668458678,0.58936961805991,0.999887989390979,-5.58769219565758,0.0905198558062372,25.39167926496,3.38230529586653,0.0014848931512562,0.00459020755015273,-1.73545926456243
"ENSG00000177600","RPLP2",6181,-0.0918066905219362,25.1614050870772,-2.07392632897982,0.0437624907001875,0.999887989390979,-3.85165510612242,-0.107729973350982,25.1301146639928,-2.85474470425727,0.00646175717530447,0.0161260518980186,-3.10273714106708
"ENSG00000198959","TGM2",7052,0.000984572492202434,24.849362360512,0.0149903210779448,0.988105313645223,0.999887989390979,-5.72225245012004,-0.112478962880952,24.6285776868824,-1.83746596903236,0.0726670409901947,0.12654829521553,-5.24482789194161
"ENSG00000167004","PDIA3",2923,0.0197446476327417,25.4644647632046,0.741215051383455,0.462364228915794,0.999887989390979,-5.47274549137394,0.131555115293798,25.4707084419078,5.229527239035,4.14430146549034e-06,3.14694065907118e-05,3.91314288928745
"ENSG00000170606","HSPA4",3308,0.00804827850860365,25.4729299408142,0.494044772903475,0.623646687068601,0.999887989390979,-5.61105359018128,-0.0103790731247154,25.4455982849816,-0.523721200811171,0.603010527834553,0.691481238085168,-6.75332464105816
"ENSG00000163191","S100A11",6282,0.000672798561658247,24.8050409617931,0.0150279154093315,0.988075485169827,0.999887989390979,-5.7222519339938,0.145609347896829,24.7175232479335,3.15799927585468,0.00281788005730433,0.00797169582005052,-2.33491631235266
"ENSG00000013364","MVP",9961,0.00212475837451046,24.8115729825812,0.0718584802619274,0.943028861105022,0.999887989390979,-5.71999376646291,0.414705555808941,24.8906846916031,8.586105044634,4.43580160326855e-11,3.20843785456755e-09,15.137208043879
"ENSG00000110955","ATP5F1B",506,-0.00421695793026956,25.2476580819056,-0.157086323090181,0.875870467030804,0.999887989390979,-5.71107292050165,0.124688073093174,25.2483981452097,4.8959015977484,1.26858594531626e-05,7.96716780226216e-05,2.82602000095082
"ENSG00000099783","HNRNPM",4670,-0.0134922792139998,25.4616157411687,-0.573152085141885,0.569358224718405,0.999887989390979,-5.57270872422401,0.0431533866276654,25.4767532254663,2.12940407659249,0.038656675339984,0.0742427371797397,-4.70630251058306
"ENSG00000163931","TKT",7086,-0.0013386713790958,25.1924462006052,-0.0401436595488287,0.968153885476987,0.999887989390979,-5.72161820652827,0.216871742484676,25.2027279253864,8.18704116648156,1.68257666304483e-10,8.30103573357665e-09,13.8267157984442
"ENSG00000158710","TAGLN2",8407,-0.0234027349061669,25.07576256371,-0.676069435672211,0.502412063538054,0.999887989390979,-5.51446341934488,0.186166773251721,25.1717221955521,5.0637915721993,7.23905158164935e-06,5.0191149674555e-05,3.37068414830957
"ENSG00000072110","ACTN1",87,0.0114934918993581,24.9634491476283,0.409140958019369,0.684352080625665,0.999887989390979,-5.64595106774215,-0.0179471905271932,24.9279290441694,-0.584649013380535,0.561667558938468,0.655342804585075,-6.71939930391907
"ENSG00000138363","ATIC",471,0.00513739225774889,25.3116012021593,0.240139329724596,0.81129879454596,0.999887989390979,-5.6959995543676,-0.0327354557243544,25.2758694561202,-1.90986439948066,0.0624573957375069,0.111209520972346,-5.11752205944663
"ENSG00000100994","PYGB",5834,-0.0149422961300158,25.0659954017942,-0.365963665376453,0.716084980824101,0.999887989390979,-5.66120153178945,-0.0205950832418038,24.9182260885173,-0.488325873289622,0.62766086147894,0.713363482349614,-6.77134090796185
"ENSG00000197409","H3C4",8351,0.00210445322563808,25.1375518467547,0.0203000974601628,0.98389256740991,0.999887989390979,-5.72216675019213,-0.102238522916433,25.1748445859031,-1.09222217499083,0.280476709713512,0.379677829881812,-6.29608475031891
"ENSG00000167460","TPM4",7171,0.00237397037832387,24.8182040089618,0.0783655934768239,0.937880199303447,0.999887989390979,-5.71954675447276,-0.00203039582387967,24.8374857069345,-0.0647367100856336,0.948666811454514,0.962343795210301,-6.88951793261696
"ENSG00000156261","CCT8",10694,-0.0172337999447023,25.194848757054,-0.953032220988191,0.345599712380521,0.999887989390979,-5.31146751890385,-0.111231636579454,25.1633730289413,-5.32515644292265,2.99920170444457e-06,2.41492325919192e-05,4.22804906824522
"ENSG00000079246","XRCC5",7520,-0.00293887360709873,25.2424715181133,-0.159939921067481,0.873634954811786,0.999887989390979,-5.7106594216197,0.0196260016231293,25.2414666417348,1.11331492570057,0.271411800319962,0.37004787791228,-6.27317237126298
"ENSG00000131236","CAP1",10487,0.000504081664731595,25.2660374110105,0.0230840022805472,0.981684010967369,0.999887989390979,-5.72211151310516,0.017852636003877,25.2363695509802,1.05930768462222,0.295042787961802,0.395941854599683,-6.33100744840991
"ENSG00000137818","RPLP1",6176,-0.0204916555813553,25.1836451144049,-1.03094574734455,0.308004836055831,0.999887989390979,-5.24242315904844,-0.113311765584191,25.1682042635924,-4.77367061249265,1.90301990305707e-05,0.000111554085663407,2.43294917554178
"ENSG00000164111","ANXA5",308,-0.0146925462997678,24.5379329236665,-0.437307236925212,0.663953219650168,0.999887989390979,-5.63509439972304,0.0314767185920295,24.4947195239971,0.896395847922386,0.374752827280634,0.478747998928336,-6.48879144044454
"ENSG00000165119","HNRNPK",3190,-0.0163169847311981,25.1799732194857,-0.800720663246235,0.427446722385888,0.999887989390979,-5.4313792151956,-0.003449073568295,25.1814028053315,-0.208758131747332,0.835567467037974,0.879788839275736,-6.86960542935923
"ENSG00000163468","CCT3",7203,0.014278440018655,25.2571033502994,0.784408117552629,0.436857717130623,0.999887989390979,-5.44302760174287,-0.0894662022993432,25.2333789986801,-3.65563186441555,0.000661764185123877,0.00230161259985016,-0.972663993723258
"ENSG00000057608","GDI2",2665,-0.0169211635809029,25.0636237788508,-0.759539276818891,0.451439844584898,0.999887989390979,-5.46033778235306,-0.0109595642056893,25.0417123093544,-0.520878168541833,0.604973809365891,0.693173776740217,-6.75481775327509
"ENSG00000283777","CANX",821,0.0134292301970975,25.1060115888579,0.508501230966646,0.613553916049661,0.999887989390979,-5.60446521690544,0.0404828332983422,25.1741305536739,1.44161504785623,0.15624875582088,0.238097327429247,-5.86395735468895
"ENSG00000136628","EPRS1",2058,-0.021851115014204,25.2110800576773,-0.774036998304279,0.442904602354982,0.999887989390979,-5.45031235855839,0.0472045945645669,25.1405595672259,2.5798230561137,0.0131776099142447,0.0297699578131494,-3.75180955882478
"ENSG00000166794","PPIB",5479,0.00996034894871746,25.1107030849991,0.337553079493974,0.737249348064709,0.999887989390979,-5.67031539470997,0.0581939900454639,25.0544894580472,2.08754239620582,0.0424597219561354,0.0803355634882765,-4.78757293552044
"ENSG00000084207","GSTP1",2950,-0.00914046298783688,24.9737346964775,-0.298261064723113,0.766859117512581,0.999887989390979,-5.68171312800223,0.215137727905113,24.9859881106487,5.91546896569055,3.99878261478002e-07,4.5750146939876e-06,6.19536876776722
"ENSG00000108424","KPNB1",3837,0.00776623767938802,25.2416940391518,0.375177037977841,0.709268683595443,0.999887989390979,-5.65808890969012,0.0016009542594599,25.2546665033039,0.0700971588477397,0.9444230634487,0.96009789739677,-6.88915239185275
"ENSG00000089154","GCN1",10985,-0.00697906537719534,25.2296624305582,-0.415082035637354,0.680028883331042,0.999887989390979,-5.64372070245646,-0.0549175667185859,25.1819207914953,-3.59582101959635,0.000791699346293883,0.00267792815220375,-1.14242190102906
"ENSG00000174444","RPL4",6124,0.0222656422494194,25.0969682294531,0.983219203987108,0.330689018795,0.999887989390979,-5.2853305068879,-0.137259517131246,25.0570813883831,-5.2210972153086,4.26392410014842e-06,3.22058338006786e-05,3.88544669071577
