"","external_gene_name","entrezgene_id","logFC","PValue","FDR"
"ENSG00000000003.14","TSPAN6",7105,-0.345360059342489,0.138098238179175,0.234944659902373
"ENSG00000000419.12","DPM1",8813,-0.315810180261925,0.0246449783423272,0.0615483996543047
"ENSG00000000457.14","SCYL3",57147,0.43189811537275,0.00308321371229866,0.0121102249762358
"ENSG00000000460.17","C1orf112",55732,-0.502988923808516,0.029147738176663,0.0700274409694329
"ENSG00000000971.15","CFH",3075,0.630947208487107,0.15867162474463,0.261310575881851
"ENSG00000001036.13","FUCA2",2519,-0.342586851021358,0.000317295277105859,0.00213629678630591
"ENSG00000001084.12","GCLC",2729,0.320316906817693,0.0938243797781069,0.174400829722941
"ENSG00000001167.14","NFYA",4800,-0.469016455051261,0.00180406262019461,0.00801898324702598
"ENSG00000001460.18","STPG1",90529,0.744575301212502,0.000334611375806002,0.00221748978005315
"ENSG00000001461.17","NIPAL3",57185,1.28068652661184,3.82020559927119e-07,1.98087279544943e-05
"ENSG00000001497.16","LAS1L",81887,-0.609179844192603,1.3480297755891e-05,0.000207827264332801
"ENSG00000001561.7","ENPP4",22875,0.984349194801427,0.0444938606922111,0.0972955794104817
"ENSG00000001617.12","SEMA3F",6405,0.772080615768909,3.03937687502384e-06,7.33879692687918e-05
"ENSG00000001629.10","ANKIB1",54467,0.188419629967391,0.0428791251144757,0.0943524024614819
"ENSG00000001630.17","CYP51A1",1595,-0.368561163767236,0.00205357987021074,0.00887360726291601
"ENSG00000001631.15","KRIT1",889,0.425918403093776,0.00264067989709429,0.010759107149198
"ENSG00000002016.17","RAD52",5893,-0.0525481579261428,0.825705048647734,0.883698736079671
"ENSG00000002330.13","BAD",572,0.0849927856657858,0.450871050508803,0.575997333303978
"ENSG00000002549.12","LAP3",51056,-0.44655272389386,0.00029031068197556,0.00200326877964466
"ENSG00000002586.20","CD99",4267,0.25301576704231,0.318619146477051,0.442476273720335
"ENSG00000002586.20_PAR_Y","CD99",4267,0.284482569481365,0.200439118400562,0.312731885674219
"ENSG00000002587.10","HS3ST1",9957,-1.6186578332729,0.000118613423037292,0.00100400028953762
"ENSG00000002726.20","AOC1",26,1.46555953743758,0.0702375906911213,0.138733196740547
"ENSG00000002745.13","WNT16",51384,0.875094915933604,0.308236990580492,0.431256548502164
"ENSG00000002746.15","HECW1",23072,1.96759145841385,0.000833228357448765,0.0044141841510311
"ENSG00000002822.15","MAD1L1",8379,-0.0446913743474525,0.773961753300988,0.844817406772205
"ENSG00000002834.18","LASP1",3927,0.0935079562375943,0.367638251374813,0.493804080652994
"ENSG00000002919.14","SNX11",29916,-0.0800735723011711,0.45280452184171,0.578035528015255
"ENSG00000002933.9","TMEM176A",55365,1.07010722401984,0.100880649666721,0.18454245748043
"ENSG00000003056.8","M6PR",4074,-0.582908246273244,5.17506970705298e-06,0.000107645930486535
"ENSG00000003096.14","KLHL13",90293,0.240858407125726,0.124613759899275,0.217181398736314
"ENSG00000003137.8","CYP26B1",56603,-0.428961661868,0.444647620198253,0.570451712812194
"ENSG00000003147.19","ICA1",3382,0.751453482374503,0.0173215203096818,0.0463590262280103
"ENSG00000003249.13","DBNDD1",79007,0.439173867980348,0.0367010763484676,0.0836965694610284
"ENSG00000003393.15","ALS2",57679,0.200584623201203,0.0386527591908625,0.0869370453637514
"ENSG00000003400.14","CASP10",843,0.99726013752988,0.00048629123229056,0.0029527751109808
"ENSG00000003402.20","CFLAR",8837,0.251280243023687,0.280718218961682,0.402682170000264
"ENSG00000003436.16","TFPI",7035,1.05835154480604,0.0693806660884974,0.137320241364385
"ENSG00000003509.16","NDUFAF7",55471,-0.0485485730274952,0.720494919593827,0.803989337818936
"ENSG00000003756.16","RBM5",10181,0.611016754088907,0.00057768024959914,0.00336183318448591
"ENSG00000003987.14","MTMR7",9108,0.0339655111171982,0.914815737802035,0.945241836457339
"ENSG00000003989.17","SLC7A2",6542,-1.06211553556922,0.0492174836597837,0.105168993026354
"ENSG00000004059.11","ARF5",381,0.218379671310328,0.0847375514084833,0.161125419278893
"ENSG00000004139.14","SARM1",23098,0.856315004519792,0.00659011646671446,0.0218382824983193
"ENSG00000004142.12","POLDIP2",26073,-0.490667253169106,3.09930483774656e-05,0.000365601303077877
"ENSG00000004399.12","PLXND1",23129,-0.502284161796716,0.00893318167157024,0.0278004779351652
"ENSG00000004455.16","AK2",204,-0.820626780989814,2.35503376985225e-07,1.5572390730468e-05
"ENSG00000004478.8","FKBP4",2288,-1.00176685749541,4.1125413757323e-07,2.02344043103493e-05
"ENSG00000004487.16","KDM1A",23028,-0.20142723490435,0.0347699192570118,0.0802704013596772
"ENSG00000004534.15","RBM6",10180,-0.0700022544768924,0.445994557784923,0.571711509373173
"ENSG00000004660.14","CAMKK1",84254,0.457375711108466,0.0912748779662345,0.170703812087612
"ENSG00000004700.16","RECQL",5965,0.0618514912694429,0.58852065562239,0.698806776574835
"ENSG00000004766.17","VPS50",55610,0.352466137244777,0.012182492770034,0.0353877750397009
"ENSG00000004777.18","ARHGAP33",115703,0.671621895026942,0.0320722770680743,0.0756070953202933
"ENSG00000004779.10","NDUFAB1",4706,-0.344155073779666,0.0172675001021385,0.0462316147794068
"ENSG00000004799.8","PDK4",5166,1.97831037691753,1.24206836860849e-05,0.000198057693954551
"ENSG00000004838.14","ZMYND10",51364,0.975830029739577,0.0959170467458298,0.177309315210011
"ENSG00000004848.8","ARX",170302,1.27749496553871,0.0334013516259925,0.0779346849609392
"ENSG00000004864.13","SLC25A13",10165,-0.593837024376997,2.57921387868992e-05,0.000322457658814529
"ENSG00000004866.20","ST7",7982,-0.411739088888136,0.00490829540969698,0.017413999096919
"ENSG00000004897.12","CDC27",996,-0.21960230389542,0.156011909960156,0.257966690442419
"ENSG00000004961.15","HCCS",3052,-0.644677597402956,0.00011579333032562,0.000986501688323767
"ENSG00000004975.12","DVL2",1856,0.229757066806107,0.0373636779861924,0.0848051359110318
"ENSG00000005001.10","PRSS22",64063,-0.293208371991462,0.46501365245973,0.589238027444358
"ENSG00000005007.12","UPF1",5976,-0.296011121862015,0.000666354100037353,0.00374629264900095
"ENSG00000005020.13","SKAP2",8935,0.874436772176795,8.01709455564904e-05,0.000754349987073635
"ENSG00000005022.6","SLC25A5",292,-0.427614471413976,0.000429170053396138,0.00267929247280439
"ENSG00000005059.16","MCUB",55013,-0.272479631260423,0.0953946820498577,0.176613709446275
"ENSG00000005073.5","HOXA11",3207,0.0541891917461431,0.892846767275218,0.931219604245153
"ENSG00000005075.15","POLR2J",5439,-0.346189959665622,0.0600241678049169,0.122904599276687
"ENSG00000005100.13","DHX33",56919,-0.732695531566765,2.44192912492228e-06,6.3618764020144e-05
"ENSG00000005108.16","THSD7A",221981,2.30069390454592,0.000301691407619722,0.00205135926454636
"ENSG00000005156.11","LIG3",3980,-0.434736772025086,0.000101609287698696,0.000901352542877972
"ENSG00000005175.10","RPAP3",79657,-0.349187656527813,0.000447194606988454,0.00277379959541246
"ENSG00000005187.12","ACSM3",6296,0.36139679863355,0.192158274375419,0.302562700723284
"ENSG00000005189.19","REXO5",81691,0.00762645114579023,0.968333731627571,0.980165068563404
"ENSG00000005194.15","CIAPIN1",57019,-0.477352963985715,6.32084131589023e-06,0.000123794155220648
"ENSG00000005206.17","SPPL2B",56928,0.716437017321372,0.000221153474163185,0.00161953575964817
"ENSG00000005238.19","ATOSB",80256,0.176007871739197,0.3835274792014,0.510673250756343
"ENSG00000005243.10","COPZ2",51226,-0.0578620729878756,0.86718965046983,0.913381470957372
"ENSG00000005249.13","PRKAR2B",5577,0.0490667482414158,0.849033221121765,0.90137088543749
"ENSG00000005302.18","MSL3",10943,-0.0140486111672085,0.900712376850191,0.936104463755984
"ENSG00000005339.14","CREBBP",1387,0.16292937203788,0.17077702727513,0.276270301396594
"ENSG00000005379.17","TSPOAP1",9256,1.01054797650397,0.0813419908582589,0.156131131587457
"ENSG00000005436.13","GCFC2",6936,-0.317271738475686,0.0227002687402126,0.057589646935967
"ENSG00000005448.16","WDR54",84058,-0.195174264374972,0.245138690754956,0.363584136972187
"ENSG00000005469.11","CROT",54677,0.777442074712826,2.98293044846061e-05,0.000353609723803945
"ENSG00000005483.20","KMT2E",55904,0.569053971155228,0.00015508527687686,0.00122697819219535
"ENSG00000005486.17","RHBDD2",57414,-0.0084435228763922,0.941545659934938,0.963331726024709
"ENSG00000005513.10","SOX8",30812,0.712026348195826,0.196273868363653,0.307731978732005
"ENSG00000005700.15","IBTK",25998,0.335842445981564,0.00216142520616922,0.0092399004587572
"ENSG00000005801.18","ZNF195",7748,-0.456041883742406,0.00194666570464648,0.00849823928906088
"ENSG00000005810.18","MYCBP2",23077,-0.115384799850095,0.352208159803415,0.478157903895858
"ENSG00000005812.11","FBXL3",26224,0.417571162943322,0.00100276686452866,0.00506406268849506
"ENSG00000005882.11","PDK2",5164,1.04653476169391,1.39454807686847e-05,0.000212249385404463
"ENSG00000005884.18","ITGA3",3675,-0.326390007201716,0.0582473283805674,0.120033629536223
"ENSG00000005889.15","ZFX",7543,0.19766338723307,0.080245918862087,0.1544385741518
"ENSG00000005893.15","LAMP2",3920,0.296172854850635,0.00359393981153222,0.0136512891655433
"ENSG00000005961.18","ITGA2B",3674,1.07477041674843,0.123969123886162,0.216319443265831
"ENSG00000006007.12","GDE1",51573,0.0411625824410256,0.64856834057339,0.749247686277081
"ENSG00000006015.17","REX1BD",55049,0.296277639927142,0.100680281979491,0.184269459717415
"ENSG00000006016.11","CRLF1",9244,0.405974873464437,0.238950999933297,0.356534381952021
"ENSG00000006025.12","OSBPL7",114881,1.52200624245531,0.013615190673524,0.0385924023415667
"ENSG00000006042.12","TMEM98",26022,0.233434966943364,0.645638497712565,0.747120409771745
"ENSG00000006047.13","YBX2",51087,0.320958604867256,0.387731357151778,0.515081330139423
"ENSG00000006062.16","MAP3K14",9020,-0.165499947391178,0.40744631437612,0.534425716263128
"ENSG00000006118.14","TMEM132A",54972,0.0301875639802155,0.83453596629445,0.890307575054359
"ENSG00000006125.18","AP2B1",163,-0.0140672920713474,0.890413875577993,0.929556490183717
"ENSG00000006194.10","ZNF263",10127,-0.274048208702389,0.00859144411114305,0.026982752821281
"ENSG00000006210.7","CX3CL1",6376,-0.77677110078556,0.232547318975585,0.349439133017102
"ENSG00000006282.21","SPATA20",64847,0.609066101190928,0.000736822482707023,0.00405083756225085
"ENSG00000006283.18","CACNA1G",8913,1.2398461642524,0.132551097167624,0.227738267660465
"ENSG00000006327.13","TNFRSF12A",51330,-1.25634244793853,2.66794442743901e-06,6.6884206820058e-05
"ENSG00000006377.11","DLX6",1750,0.631591418416502,0.354762822299432,0.480765825274636
"ENSG00000006432.15","MAP3K9",4293,-0.729882524774245,0.0476294901812532,0.102413350382274
"ENSG00000006451.8","RALA",5898,-0.113126889371963,0.186966257062972,0.296329697148184
"ENSG00000006453.14","BAIAP2L1",55971,-0.162785578755813,0.276167360760435,0.397816778791013
"ENSG00000006459.11","KDM7A",80853,0.675531440351107,0.00717768314677306,0.0234033708574381
"ENSG00000006468.14","ETV1",2115,-3.61775697677305,1.35096313935644e-05,0.000207834937607504
"ENSG00000006530.17","AGK",55750,-0.182560944040581,0.105194404322162,0.190340771735815
"ENSG00000006534.16","ALDH3B1",221,1.57904129840202,4.42187821194053e-06,9.58516908648463e-05
"ENSG00000006555.11","TTC22",55001,0.373901076773378,0.447111169352856,0.57269482017251
"ENSG00000006576.16","PHTF2",57157,-0.327590795367663,0.00790378203086836,0.0252959631383143
"ENSG00000006606.8","CCL26",10344,-1.00118031212078,0.0507801743506454,0.107805038772394
"ENSG00000006607.14","FARP2",9855,0.0163318490047111,0.899228742878329,0.934966988501955
"ENSG00000006611.16","USH1C",10083,0.911579604697717,0.278247884720439,0.399894641898817
"ENSG00000006625.18","GGCT",79017,-0.558248081199924,0.00324763646958262,0.0126457805805061
"ENSG00000006634.8","DBF4",10926,-0.983864067393384,5.19447045041667e-05,0.00054735593233009
"ENSG00000006638.11","TBXA2R",6915,0.28030671952122,0.615280956338706,0.720224247172177
"ENSG00000006652.14","IFRD1",3475,-0.892953507992841,0.000221736645707869,0.00162085889851873
"ENSG00000006695.11","COX10",1352,-0.464998714149209,0.00138491027450384,0.0065218822629771
"ENSG00000006704.10","GTF2IRD1",9569,0.513630287002543,0.00302570631836165,0.0119461946259061
"ENSG00000006712.15","PAF1",54623,-0.0792884491286334,0.459203228686965,0.583817201718787
"ENSG00000006715.16","VPS41",27072,0.491967731831307,0.000478648608050763,0.00292113449832843
"ENSG00000006740.17","ARHGAP44",9912,0.353210466852894,0.510047367025663,0.630019948215504
"ENSG00000006744.19","ELAC2",60528,-0.50959652519017,1.28094152421352e-06,4.14374945374278e-05
"ENSG00000006747.15","SCIN",85477,1.14400815980006,0.0239052845890069,0.0600653089333336
"ENSG00000006756.16","ARSD",414,0.623439845478117,0.00491661628088271,0.0174291585449268
"ENSG00000006757.12","PNPLA4",8228,0.170830340562616,0.63533788834714,0.737628516472618
"ENSG00000006831.10","ADIPOR2",79602,-0.238734046090284,0.00253947251460123,0.0104315980839415
"ENSG00000006837.12","CDKL3",51265,0.318920226481946,0.281739647920722,0.403705469659763
"ENSG00000007047.15","MARK4",57787,0.474625112118567,0.00117813221417781,0.00574907781563073
"ENSG00000007080.11","CCDC124",115098,-0.44237750766821,0.00805596127362564,0.0256237161869624
"ENSG00000007168.13","PAFAH1B1",5048,0.211036249632426,0.0652420879089489,0.130911010190353
"ENSG00000007171.17","NOS2",4843,-0.0265370283085657,0.96698607081727,0.979605065891317
"ENSG00000007202.15","BLTP2",9703,-0.318445869241719,0.0708606585719955,0.139607703569576
"ENSG00000007255.10","TRAPPC6A",79090,0.793663918074782,0.000221311710224119,0.00161953575964817
"ENSG00000007264.15","MATK",4145,1.03566782844414,0.226723536276818,0.343336461333158
"ENSG00000007306.15","CEACAM7",1087,0.893197243040904,0.297630810646011,0.420333901779391
"ENSG00000007314.12","SCN4A",6329,0.455909075788955,0.616345557219474,0.72097875576716
"ENSG00000007341.19","ST7L",54879,-0.215150181812127,0.103632082910119,0.188190536048043
"ENSG00000007372.22","PAX6",5080,1.56962205969864,0.0247871676699799,0.0618285208449145
"ENSG00000007376.8","RPUSD1",113000,-0.645345656534703,2.51210390168975e-07,1.60100255007978e-05
"ENSG00000007384.15","RHBDF1",64285,0.832687147100909,0.00123364890170255,0.00595747032430227
"ENSG00000007392.16","LUC7L",55692,-0.317419150080667,0.0457753008149026,0.0994950182820901
"ENSG00000007402.11","CACNA2D2",9254,1.07365939026367,0.00246113806484524,0.010182967681104
"ENSG00000007516.13","BAIAP3",8938,1.54629321748605,3.52844529583427e-06,8.17725706422042e-05
"ENSG00000007520.4","TSR3",115939,-0.286401743069465,0.0223400046193499,0.0568640773113179
"ENSG00000007541.16","PIGQ",9091,0.483613197613911,0.00400249684531131,0.0148624399858739
"ENSG00000007545.15","CRAMP1",57585,0.30409333865025,0.0248665630220661,0.0619836600316589
"ENSG00000007866.21","TEAD3",7005,0.534559103197753,4.32459971127268e-05,0.000476963311690862
"ENSG00000007923.16","DNAJC11",55735,-0.468780331865597,0.000125815919524989,0.00104955814812078
"ENSG00000007944.15","MYLIP",29116,0.721666343512394,7.85597515618495e-06,0.000143710509995439
"ENSG00000007968.7","E2F2",1870,-0.607099699675628,0.0384551748872776,0.0866197197117711
"ENSG00000008018.9","PSMB1",5689,-0.203447298088696,0.0230609429543102,0.0582892324542138
"ENSG00000008056.14","SYN1",6853,-0.773160063355504,0.207966240577852,0.321681655441891
"ENSG00000008083.14","JARID2",3720,0.457928086531083,0.0327770569987895,0.0769012494527264
"ENSG00000008086.11","CDKL5",6792,1.11365970278564,4.59888337930846e-05,0.000499569735589537
"ENSG00000008128.23","CDK11A",728642,0.0283735237371555,0.81030897666241,0.872012235803557
"ENSG00000008130.15","NADK",65220,0.265578906168245,0.0261830860972052,0.0644517052751389
"ENSG00000008256.16","CYTH3",9265,0.343018133112449,0.00340288266426958,0.0131121501217445
"ENSG00000008277.14","ADAM22",53616,0.26691701477055,0.16590798080332,0.270202637360734
"ENSG00000008282.8","SYPL1",6856,-0.248480290094831,0.0206802276346198,0.053471835220277
"ENSG00000008283.16","CYB561",1534,-0.138974548268163,0.0962811731887368,0.177775472206435
"ENSG00000008294.21","SPAG9",9043,0.0480340402785632,0.550071208098387,0.665319387878691
"ENSG00000008300.17","CELSR3",1951,0.558790334045948,0.023314191971145,0.0588056128196071
"ENSG00000008311.15","AASS",10157,1.70836560412825,0.00031459070831953,0.00212205197025083
"ENSG00000008323.15","PLEKHG6",55200,0.724227573399915,0.0362977150186635,0.0830394480231764
"ENSG00000008324.11","SS18L2",51188,-0.390025732561109,0.012574723563035,0.0362371994626361
"ENSG00000008382.15","MPND",84954,0.323133836100373,0.163775463412629,0.267606359679557
"ENSG00000008394.13","MGST1",4257,-0.185887008935907,0.1372892184518,0.234036773991418
"ENSG00000008405.12","CRY1",1407,-0.810209930390081,0.000156110764190441,0.00123306118674258
"ENSG00000008441.16","NFIX",4784,0.101809177732869,0.392853264826236,0.519968764343972
"ENSG00000008513.16","ST3GAL1",6482,-1.09183030188499,0.00581077443625518,0.0199196940543682
"ENSG00000008516.17","MMP25",64386,0.649386451428081,0.117976343768229,0.207968177506274
"ENSG00000008517.16","IL32",9235,0.638967007134184,0.0625397243261261,0.126919629193455
"ENSG00000008710.19","PKD1",5310,0.327971021637202,0.0350249493163458,0.0807169695275978
"ENSG00000008735.14","MAPK8IP2",23542,0.511343942092675,0.00403725888641483,0.0149606907063418
"ENSG00000008838.20","MED24",9862,-0.0396290098813608,0.575794655694193,0.687389050841849
"ENSG00000008853.16","RHOBTB2",23221,-0.637008752562483,0.00805579190314906,0.0256237161869624
"ENSG00000008869.12","HEATR5B",54497,0.617869695848271,0.000109325598412927,0.000945368027067995
"ENSG00000008952.17","SEC62",7095,-0.132551471027334,0.117358300846083,0.207014183394064
"ENSG00000008988.9","RPS20",6224,0.0193312589102465,0.815302215945241,0.876223052567995
"ENSG00000009307.16","CSDE1",7812,-0.133629844483234,0.217690993404131,0.333122682581799
"ENSG00000009335.18","UBE3C",9690,-0.475227820880509,8.02977435288437e-07,3.06214807663567e-05
"ENSG00000009413.15","REV3L",5980,0.154348310372697,0.16345127661471,0.26719216120109
"ENSG00000009694.13","TENM1",10178,0.456013620870161,0.4069900456965,0.534008708777026
"ENSG00000009724.16","MASP2",10747,0.531659575884198,0.133773168542017,0.229345887789388
"ENSG00000009780.15","FAM76A",199870,0.134876042058514,0.370611399933071,0.497102757051756
"ENSG00000009830.11","POMT2",29954,-0.24943357422495,0.00902241226191849,0.0280297570593868
"ENSG00000009844.16","VTA1",51534,-0.236713295456173,0.0137156831516038,0.0387897925505922
"ENSG00000009950.16","MLXIPL",51085,0.560328227980136,0.0496683288320715,0.106006656812898
"ENSG00000009954.11","BAZ1B",9031,-0.412680528455167,0.00185015147599938,0.00817343963424182
"ENSG00000010017.13","RANBP9",10048,-0.329173041486937,0.0203322696572125,0.0527139689044458
"ENSG00000010030.14","ETV7",51513,0.554609779745701,0.188244215387107,0.297957332786552
"ENSG00000010072.16","SPRTN",83932,-0.174831761843316,0.142172156325063,0.24041966006016
"ENSG00000010165.20","METTL13",51603,-0.639867952578416,5.52516612061413e-06,0.000113132485267972
"ENSG00000010219.13","DYRK4",8798,-0.180421244477097,0.785964481496207,0.854999522584671
"ENSG00000010244.18","ZNF207",7756,-0.398070106567796,0.000404255543141646,0.00255697395980115
"ENSG00000010256.11","UQCRC1",7384,-0.192663555323167,0.0993358016349043,0.182294790651451
"ENSG00000010270.13","STARD3NL",83930,-0.134397307589386,0.0843659601191723,0.16055799872358
"ENSG00000010278.14","CD9",928,0.603214398128249,0.00970209926096486,0.0296367367761832
"ENSG00000010292.13","NCAPD2",9918,-0.201018947046437,0.299920241869197,0.422573578980009
"ENSG00000010310.9","GIPR",2696,0.606394523063179,0.155159398604517,0.256935832465561
"ENSG00000010318.21","PHF7",51533,0.374764922897231,0.136371389879865,0.232763926491078
"ENSG00000010319.6","SEMA3G",56920,1.25934370071234,0.0350156939349926,0.080708673953667
"ENSG00000010322.16","NISCH",11188,0.39968623612997,0.0308875388952492,0.0732549972318226
"ENSG00000010361.13","FUZ",80199,1.11238743101052,0.0023674522004151,0.00989757061165418
"ENSG00000010404.18","IDS",3423,0.387198362498825,0.000118604259691632,0.00100400028953762
"ENSG00000010438.16","PRSS3",5646,1.12308833449609,0.83659382525797,0.891645101005075
"ENSG00000010539.11","ZNF200",7752,-0.553320191053862,0.000225584523559627,0.001643153565999
"ENSG00000010626.15","LRRC23",10233,0.546777555429375,0.00614752907262355,0.0207338866593048
"ENSG00000010704.18","HFE",3077,1.1966832693042,1.67765654087272e-06,4.84898768753308e-05
"ENSG00000010803.16","SCMH1",22955,-0.378701863679172,0.00220029741374637,0.00936441901953174
"ENSG00000010810.17","FYN",2534,-0.0804167913610929,0.996103050642777,0.998008468379107
"ENSG00000010818.10","HIVEP2",3097,-0.154926415508299,0.382541835735066,0.509654501916052
"ENSG00000011007.12","ELOA",6924,-0.532562949169332,2.43502822768856e-06,6.35886447502367e-05
"ENSG00000011009.11","LYPLA2",11313,-0.144903917603663,0.0878521600584012,0.165844537354879
"ENSG00000011021.23","CLCN6",1185,0.749287820038882,0.000600783817745529,0.00345720508295481
"ENSG00000011028.14","MRC2",9902,0.519040816225358,0.0415973240477659,0.0921083603914816
"ENSG00000011052.21","NME1-NME2",654364,-0.710251052451213,0.108844827113881,0.195343399258789
"ENSG00000011105.14","TSPAN9",10867,0.0809954276294767,0.500002130236248,0.622142550391259
"ENSG00000011114.15","BTBD7",55727,0.0814357278360829,0.373800676123337,0.500388559357459
"ENSG00000011132.12","APBA3",9546,0.281347184751453,0.0399449306214926,0.0891340828032223
"ENSG00000011143.16","MKS1",54903,0.3697492954026,0.0385814899308516,0.0867902898491302
"ENSG00000011198.9","ABHD5",51099,-0.336462094677578,0.0112236267466499,0.0331533974493768
"ENSG00000011201.12","ANOS1",3730,2.18684314621193,0.0027711421668665,0.0111612222227942
"ENSG00000011243.18","AKAP8L",26993,0.190644007187741,0.225381817035986,0.341987251849867
"ENSG00000011258.16","MBTD1",54799,0.742844939464014,0.000139918762079807,0.00113629800303122
"ENSG00000011260.14","UTP18",51096,-0.895301708113524,7.22622612663141e-08,7.65926835407292e-06
"ENSG00000011275.18","RNF216",54476,-0.133035357097709,0.0642598599710584,0.129498934920007
"ENSG00000011295.16","TTC19",54902,-0.154494450356876,0.234505899930774,0.351539366420768
"ENSG00000011304.20","PTBP1",5725,-0.508750596238677,0.00384048071167801,0.014393198686342
"ENSG00000011332.19","DPF1",8193,-0.644911009079907,0.00075565664610779,0.00413388635811909
"ENSG00000011347.9","SYT7",9066,0.0448365450045228,0.788438845584458,0.856404638618036
"ENSG00000011376.11","LARS2",23395,-0.56487710158214,3.76033273145729e-06,8.54971550851054e-05
"ENSG00000011405.13","PIK3C2A",5286,0.155652480322236,0.0550524033113187,0.114861831485404
"ENSG00000011422.12","PLAUR",5329,-1.36355128663103,0.00053722057856357,0.00319473376237371
"ENSG00000011426.11","ANLN",54443,-0.509311480977097,0.0529195916112342,0.111439719852167
"ENSG00000011451.19","WIZ",58525,-0.227410700962,0.00790264551824514,0.0252959631383143
"ENSG00000011454.17","RABGAP1",23637,0.501126374686094,5.18475133471378e-05,0.000547022606587464
"ENSG00000011478.12","QPCTL",54814,-0.101749265320417,0.481387385063912,0.604432549633149
"ENSG00000011485.14","PPP5C",5536,-0.639296448870554,0.000182259961568183,0.00139674500053448
"ENSG00000011523.14","CEP68",23177,0.749849434999376,0.000192414694060154,0.00145751855747616
"ENSG00000011566.15","MAP4K3",8491,0.323687113559083,0.0146114320251338,0.0406845262975282
"ENSG00000011590.14","ZBTB32",27033,1.42098726537081,0.0657722735155366,0.131718160978947
"ENSG00000011638.10","LDAF1",57146,0.805256416087384,0.000995692013774733,0.00503610539598694
"ENSG00000011677.13","GABRA3",2556,-0.0788009903491807,0.797530196693112,0.863222539820634
"ENSG00000012048.22","BRCA1",672,-0.611282757973931,0.0286155222084865,0.0689902580089201
"ENSG00000012061.15","ERCC1",2067,-0.0682350841891051,0.723175390648812,0.806032743769558
"ENSG00000012124.17","CD22",933,-1.06095668420407,0.0100151836384101,0.0303551034793275
"ENSG00000012171.19","SEMA3B",7869,0.839658872793205,0.0952692072327537,0.17641502457633
"ENSG00000012174.12","MBTPS2",51360,-0.251397484928181,0.0182527073702215,0.0483769107102344
"ENSG00000012211.13","PRICKLE3",4007,-0.317156631542051,0.0356817150285854,0.0819553731894611
"ENSG00000012232.8","EXTL3",2137,-0.206805602565473,0.0397014642741389,0.0887109371922845
"ENSG00000012660.14","ELOVL5",60481,0.174908811518804,0.673334482622035,0.769776871044225
"ENSG00000012779.11","ALOX5",240,1.43438754197112,0.0383136421273247,0.0863764703261473
"ENSG00000012822.16","CALCOCO1",57658,2.1724033797685,3.43438216026262e-07,1.89680531954734e-05
"ENSG00000012963.15","UBR7",55148,-0.50505292543999,0.00242457486514608,0.0100750206633268
"ENSG00000012983.11","MAP4K5",11183,-0.0419409040251334,0.676531160203451,0.77269603631509
"ENSG00000013016.16","EHD3",30845,0.903086025236222,0.116885931428458,0.206307175406052
"ENSG00000013275.7","PSMC4",5704,-0.588530455494314,0.00022387565906337,0.00163362144648606
"ENSG00000013288.8","MAN2B2",23324,0.64465888067359,0.00201190119498829,0.00873014922509216
"ENSG00000013297.11","CLDN11",5010,-1.6200055186698,1.18619796855595e-05,0.000191249974738935
"ENSG00000013306.16","SLC25A39",51629,-0.355335155564279,0.00847435754006829,0.0267128501946391
"ENSG00000013364.19","MVP",9961,1.3159679718793,2.47948066103397e-06,6.41682472689492e-05
"ENSG00000013374.16","NUB1",51667,0.509326730973474,2.71115803862583e-05,0.000332770333353896
"ENSG00000013375.16","PGM3",5238,0.363132204879088,0.000551836562230304,0.00325468007254802
"ENSG00000013392.8","RWDD2A",112611,1.14287535128325,5.33088426804354e-05,0.000557653822379155
"ENSG00000013441.16","CLK1",1195,0.306890270600875,0.215691750920031,0.330730410542734
"ENSG00000013503.10","POLR3B",55703,-0.337601767441205,0.00838743849807715,0.0264851973603028
"ENSG00000013523.9","ANGEL1",23357,-0.255887747126125,0.0322531669868323,0.0759316351649825
"ENSG00000013561.18","RNF14",9604,0.21706781227911,0.0484229647523945,0.103732655209655
"ENSG00000013563.14","DNASE1L1",1774,0.510279312427515,0.00587456974304781,0.0200906104023806
"ENSG00000013573.17","DDX11",1663,-0.669131445277139,0.000264264680856295,0.00186368658245768
"ENSG00000013583.10","HEBP1",50865,0.184090026913883,0.0905359749795485,0.169732875449368
"ENSG00000013588.8","GPRC5A",9052,0.554501353932597,0.0162410809362086,0.0441784516200167
"ENSG00000013619.14","MAMLD1",10046,0.515627045806476,0.459892276191412,0.584419385636578
"ENSG00000013725.14","CD6",923,-1.87358287491011,0.0207290159185195,0.0535883723933749
"ENSG00000013810.19","TACC3",10460,-0.478017421679862,0.0487442732442206,0.104296971770141
"ENSG00000014123.10","UFL1",23376,0.327954288024644,0.00159382212706978,0.00726189738561666
"ENSG00000014138.9","POLA2",23649,-0.931035448912843,0.00171042312656739,0.00767135948023302
"ENSG00000014164.7","ZC3H3",23144,-0.101651113988091,0.55040236503252,0.665664073491382
"ENSG00000014216.15","CAPN1",823,0.317963283868716,0.00694261012813526,0.0227863672579849
"ENSG00000014257.16","ACP3",55,1.80970081844959,0.000324487447550516,0.00216952066625264
"ENSG00000014641.18","MDH1",4190,0.150843849955909,0.319547386897836,0.44325207680257
"ENSG00000014824.14","SLC30A9",10463,-0.0326168460147349,0.700208073184389,0.789232885679331
